shape_id,shape_pt_lon,shape_pt_lat,shape_pt_sequence,shape_dist_traveled
DB0088,-122.163616,37.45527,160005,
DB0088,-122.163705,37.455217,160006,
DB0088,-122.1637665,37.4551224,160007,
DB0088,-122.163948,37.454843,160008,
DB0088,-122.164074,37.454657,160009,
DB0088,-122.164156,37.454566,160010,
DB0088,-122.164049,37.454513,160011,
DB0088,-122.163577,37.454266,160012,
DB0088,-122.163462,37.454258,160013,
DB0088,-122.163382,37.454221,160014,
DB0088,-122.1632587,37.4541671,160015,
DB0088,-122.1632475,37.454162,160016,
DB0088,-122.1632475,37.454162,170001,
DB0088,-122.1630661,37.4540803,170002,
DB0088,-122.162941,37.454028,170003,
DB0088,-122.16284,37.453991,170004,
DB0088,-122.16271,37.453941,170005,
DB0088,-122.1626994,37.4539373,170006,
DB0088,-122.162524,37.453876,170007,
DB0088,-122.162404,37.453839,170008,
DB0088,-122.162278,37.453802,170009,
DB0088,-122.161997,37.453725,170010,
DB0088,-122.161567,37.453605,170011,
DB0088,-122.16143,37.453568,170012,
DB0088,-122.161343,37.453544,170013,
DB0088,-122.161289,37.453526,170014,
DB0088,-122.161233,37.453506,170015,
DB0088,-122.161182,37.453483,170016,
DB0088,-122.161012,37.453394,170017,
DB0088,-122.16085,37.453295,170018,
DB0088,-122.160822,37.453276,170019,
DB0088,-122.16058,37.453124,170020,
DB0088,-122.159486,37.452439,170021,
DB0088,-122.159312,37.452332,170022,
DB0088,-122.159083,37.452183,170023,
DB0088,-122.1587,37.45193,170024,
DB0088,-122.158071,37.451536,170025,
DB0088,-122.157668,37.451283,170026,
DB0088,-122.156808,37.45074,170027,
DB0088,-122.1571368,37.4503989,170028,
DB0088,-122.1573638,37.4501633,170029,
DB0088,-122.1573638,37.4501633,180001,
DB0088,-122.157395,37.450131,180002,
DB0088,-122.157699,37.4498374,180003,
DB0088,-122.158014,37.44953,180004,
DB0088,-122.158773,37.449998,180005,
DB0088,-122.159294,37.450321,180006,
DB0088,-122.159498,37.450093,180007,
DB0088,-122.159861,37.449728,180008,
